question_title,answer_url,author_name,author_url,author_ip,fans_count,created_time,updated_time,comment_count,voteup_count,content
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1439262736,禁与千寻,https://www.zhihu.com/people/yu-gan-2-60,IP 属地江苏,326816,2020-08-28T07:34:52.000Z,2020-08-28T07:34:52.000Z,37,47,为什么大家都愿意喂养流浪狗，却没几个愿意带回家？不知道大家有没有遇到这样的情况，在路边或者小区边看见过那些被人丢弃的小狗，也就是流浪狗，想要带回家自己养又因为种种原因而不能，所以只能尽自己的微薄之力，隔三差五的拿些食物来喂养它因为，喂养流浪狗可简单了。不需要天天喂。你遇到了喂一下。不需要所有都喂，你就喂点狗粮，不像自己养，要给这给那不需要处理狗大便，你只要喂。不需要一整天喂，你一天喂一次就算喂养了。不需要喂饱，不需要喂好。再者喂养狗，你会感觉到狗对你的强烈依赖，那个激动好像你就是天使一般。喂养和养是两码事。喂养类似于保养情妇。除了打炮其它要做的很少，要关心的也很少，还可以随时终止，甚至情妇死了也与你无关。而结婚养家，那么打炮就是生活的一小部分，更多是各种琐碎事情。
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1445583499,知乎用户,https://www.zhihu.com/people/,IP属地未知,880,2020-08-31T09:14:06.000Z,2020-08-31T09:14:06.000Z,14,40,忙呗，累呗。现在年轻人都快顾不住自己了，有多少人能见一条捡一条啊。能养就养，养不了，喂一喂，略尽绵力。我住的小区比较独特，没有流浪狗。因为只要有狗流浪进来，都不等过夜，就被捡走了。啥小区这么好？国企退休职工宿舍……邻居基本都是老头老太太，大部分是双职工---单职工分房子的时候不占便宜。所以，能分到房子的，不是领导就是双职工。俩老人一个月七八千不稀罕，退休金过万的都数不过来呢。因为国家的独生子女政策，在国企执行的非常严格。所以一家就一个孩子。孩子一大了，结婚走了，老头老太太退休金那么多，膝下还寂寞，干啥啊？捡条狗养着玩呗。我知道我们小区几条狗子的故事。前楼的奶奶，退休前是大夫---大国企自己有医院。退休后闲得五脊六兽的，遛弯的时候树坑里看见个两三个月的小狗，也不知道是让人打的还是怎么着，血肉模糊，腿都断了，蛆在伤口里爬来爬去，眼瞅着就不行了。老太太心一软，拎回家了。人家专业对口啊，也不知怎么摆弄的，反正活过来了。就一直养着了。后腿不能走路，残疾。但人家不嫌弃，就每天抱着在小区溜溜哒哒的。前几天我瞅着怀里换狗了，问了问。这条去打疫苗，遇到宠物医院一条放弃治疗的狗。人家一听，当即掏钱---我给治，狗归我。现在出院了，这是抱去医院复诊去。小区隔壁是个城中村，前几年拆迁，一大波田园犬被抛弃，好几条都跑我们院来了，全部被大爷大妈收编，无一例外。一楼有小院的人家，喜滋滋的收编了俩，一条黑的，一条白色有黑点的。眼瞅着就吹气球似的迅速胖成了俩球。有一条实在太个性，逮不住不说，还天天狂吠不止，不知碍了谁的眼，投毒了。我们院的大爷大妈集资送医，小样的，这回可逮住你了吧？治好了以后送到了一大爷朋友开的厂子，给人家看门去了。听说特别认真负责，经常获得加鸡腿奖励。灰不溜秋的田园小串串，自己在花坛里瑟瑟发抖。三个人蹲在旁边分赃，人多狗少，不够分的。最后一位大妈力排众议，获胜。转天就看见小狗子洗白白，带着大红色的背带，蹦蹦跳跳让大妈牵着买菜去了。谁要是狗不想养了，都不用扔。站院子里喊一声，一会儿家门口就能排起个队来，想给谁家，你挑！老爷子老太太的观念跟年轻人不一样，啥叫个品种？不都是个狗？花钱买干啥，院子正好有一条，赶紧捡回来养啊，快着点，去晚了就让别人捡走了！明白为什么了吗？捡狗，那都是有钱，有时间人才能干的事……
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1395465151,四脚兽爱吃肉,https://www.zhihu.com/people/ai-ze-la-si-de-jiao-ao,IP 属地山东,616,2020-08-09T03:59:18.000Z,2020-08-09T03:59:18.000Z,15,37,我会喂，喂熟了是为了带它绝育，老弱病残会出钱送到救助站，健康可爱的尽量送领养，我家现在三只狗十几只猫都是收养的，但被我留下的都有条件，首先就是合群，第二就是不叫，家里动物很多从没有邻居嫌我扰民，家里只有一只猫偶尔撒娇喵喵喵其他都安安静静，狗子偶尔会嘤嘤嘤也不会汪汪汪，认识很多兜里揣着火腿肠喂流浪猫狗的小姐姐，很多都想带回家，但父母不允许，另一半不允许，房东不允许这些太多太多了，我觉得爱心不分廉不廉价，出发点是善良的，应该被谴责的是随意遗弃猫狗的人而不是喂养流浪狗猫的人，前提绝育还是要做的，不然你喂流浪狗也是在制造更多的流浪狗。
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1412940752,田儿田儿,https://www.zhihu.com/people/tian-er-tian-er-12,IP 属地未知,157,2020-08-16T11:12:55.000Z,2020-08-16T11:12:55.000Z,33,22,不是不愿意，是条件不允许。我要是亿万富翁，家里什么都是我说了算，不用上班，不担心家庭矛盾，一辈子花不完的钱用不完的时间，我恨不得把每一只我遇到过的流浪猫狗都带回家。喂养流浪狗就一定要带回家的话，那恐怕没人愿意喂养了。愿意喂养流浪猫狗的人，一定也都是爱小动物的人，但是每个人自身情况不同，盲目的带回家，不见得就比让他们流浪更好。曾经遇到过一个人，也很喜欢小动物但是从来没养过，有天在路上捡到一只装在纸箱里的小奶狗，想也没想带回家了，刚带回去，他妈妈也挺喜欢，小狗狗在家里有吃有喝可幸福了，不到一个星期，他妈妈觉得烦了，小狗调皮，不想要了，下令把小狗扔出去，放回原来的地方，还说他本来就是在外面的，就当没被人捡过，小狗并没有什么损失。呵呵……三观震碎，你可以当什么都没发生过，你让小狗狗体验到了有家的感觉，再把它扔出去，竟然还有脸说小狗没有什么损失。求求这样的人就别祸害小猫小狗了。不是碰到流浪猫狗就带回家就是好的，自己条件不足的时候，尽能力喂一喂，也已经很棒了。
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1506170310,阿拉锅,https://www.zhihu.com/people/a-la-guo-22,IP 属地未知,1156,2020-10-04T01:21:24.000Z,2020-10-04T01:21:24.000Z,35,16,看评论众说纷纭，偏向不愿担责任、没条件的不在少数，甚至还有秀爱心、做戏之说。我倒想问：为什么有人愿意喂养流浪狗，有人连看都不看一眼（是不是干瘦巴巴脏兮兮的特别讨嫌？）？有人还会去虐待流浪狗？还有人专捕流浪狗卖做狗肉？？这些又都是为什么？当有人愿意，在上班累了一天；或是收入捉襟见肘；或有心带狗狗回家但无奈可能家里有个恶婆婆（带狗回来有细菌！对小孩不好！带回来就丢出去！巴拉巴拉）；或是家里住房拥挤已有动物（甚至家里的猫猫狗狗很难与另一个新动物共处，会应激等）…当这样的人，真心愿意，去喂养流浪狗的时候，我的反应不会是站在一边冷眼，我会为他们叫好，并真心感激他们。同时，也真的希望，国内能早日推动动物保护基本法，弥补在流浪动物救助、虐待动物、流浪救助组织的监管等方面的法律空白，而不是仅靠微薄的民间力量来支撑。不得不说，国外这点做的确实好很多。比如加拿大，早在1892年就颁布了反虐待动物法。现行的加拿大《刑法》第444至447条包括对动物虐待的可起诉罪：可处以不超过两年的徒刑；情节较轻的，可处以不超过五千美元的罚款或不超过六个月的监禁，或两者兼施。加国每个城市的市政厅都有专门部门负责处理流浪动物的救助及领养等事宜；除此之外，还有如Humane Society、Wildlife Haven等各种非盈利公益组织。反观之下，喂几条流浪狗还要被说成爱心泛滥的话…所以如果你不去做，就不要去质疑做的人。同样，行动中的人，感谢你们的坚持。
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1395136853,五行缺肉,https://www.zhihu.com/people/zhi-jing-le-bu-lang-zhan-mu-si,IP 属地辽宁,3734,2020-08-09T01:20:36.000Z,2020-08-09T01:20:36.000Z,14,11,我家楼上邻居，两口子丁克，养了两只大秋田。女的每天回家喂完自己家狗还去楼下喂流浪猫狗，后来发现几只流浪狗把流浪猫撕了，就不喂流浪狗了，只喂流浪猫。我觉得这属于爱心极度泛滥回家没事干人士，但凡家里有个上学的孩子也没这精力。园区里喂流浪猫的不只一家，多数是一群大妈，整个小盒或者塑料碗，找个地方一摆，里面装上吃的，跟上供似的。此处留着配图然后他们只管放水和食物，留下的满地狼藉从不打扫。此处也该配图对小动物有爱心可以，但是不要用自己的圣母之光感动自己影响他人。留图区这个我家楼下本该坐人的位置现在没人去坐了。喜欢请领回家去养，领不回去做绝育也行，小区里的小猫从小被人喂的已经不怕人了。而且越生越多，白天还好，晚上是真的吓人，因为绿化好，不知道哪个草丛里就蹦出来一只，就我一大老爷们也有被吓一跳的时候。有些人说出来种种原因就是不能把流浪猫狗带回家养，就是怕影响自己正常生活，然而却把问题抛给了社会，当别人反对时候又第一个蹦出来，在自己圣母光环的照耀下指责别人没有爱心。总的来说就是自我惯了，自私惯了。
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1883551332,观海,https://www.zhihu.com/people/luo-zhao-jun-29,IP 属地广东,2179,2021-05-13T03:10:51.000Z,2021-10-15T17:06:11.000Z,3,9,伪善而又怕麻烦，这就是那些喂流浪狗的人的内心，只不过他们不愿意承认罢了。因为承认的话，他们就得时时刻刻在内心拷问自己。今年五一开始，遛狗不栓绳已经是违法行为了，说明不受控制和约束的狗是具有潜在的危险性的。一只家养的狗不栓绳尚且如此，更何况流浪狗，你说圣母们会去想这些吗？如果他们自己的亲人有一天出门，被自己投喂的流浪猫狗咬伤咬坏了，不知道他们是否会为流浪猫狗拍手叫好？这就跟放生是一个道理的，不顾影响当地生态的后果，肆意放生，就算知道自己是韭菜，也宁愿被坑被宰。这类人的存在，不仅仅是恶心人的圣母白莲花，更是助长黑色产业链的基石。如果你做不到领养，那就不要在我的评论区瞎比比。那些投喂流浪猫狗的人，知道流浪猫狗有多少危害吗？流浪狗咬人就算了，身上还有寄生虫，流浪猫也有，可以说是移动的传染源。流浪猫狗也有捕食野生动物的习惯，给当地生态造成了恶性影响，不懂得可以去查一查相关的科普。那么，投喂流浪猫狗不就是在作恶吗？伪善的圣母们可不管，他们只知道自己可喜欢小动物了，就是要投喂，不然受不了 ！圣母们也别急着跳脚，反正我自家收留过几十只流浪猫……巅峰期一个月伙食费在数千块，每顿吃饭的时候，在场的有十只以上。你自己做得到再说吧！
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1400178090,左原树,https://www.zhihu.com/people/zuo-yuan-shu,IP 属地浙江,26,2020-08-11T03:31:54.000Z,2020-08-11T03:31:54.000Z,18,8,回答喂了以后觉得自己是感动自我，自己超有爱心的。我不同意。确实有一部分喂流浪的给其他人造成了困扰：比如放的剩饭菜变质发臭，那乱扔垃圾的人是不是也造成了困扰。比如打架发情叫声吵醒了别人，那一部分清晨每天在小区尖叫的孩子，大声聊天的老人，楼上给楼下的噪音是不是也造成了困扰比如……城市里流浪动物给人造成的困扰，其实根本是人和人之间矛盾。救助人和不喜欢的那一部分人之间的矛盾。觉得你们不喂了，就死绝了。然而事实并不是这样。有人说猫是食物链顶端破坏者，蛇虫鸟鼠什么都能弄死。我想最顶端的破坏者是人类吧。餐桌上的濒危动物何其多。大环境被破坏，无法生存的动物何其多。我也见过很多流浪动物的救助者，喂好都收拾干净。定期给小流浪驱虫，给抓得到的流浪自费掏腰包治病，绝育，花大量精力去做领养工作。这些好的救助行为为什么很少有人提及？实际情况城市流浪动物很大根源是人弃养，也不适龄绝育。题主其实已经自答了为什么不带回家。因为种种原因。家中有动物的要负一辈子的责任，老年以后治病养老的花费不少。或者自己能力不允许。比如，居住空间不够，家人不同意，经济能力不允许。等等。众生皆苦，众生皆平等。对救助人满满嘲讽和敌意的人想开点。如果把救助对象换成人，能力范围内给予帮助，我想在坐各位都有这个恻隐之心。不然社会上也不会有那么多一方有难八方支援的新闻。难道那些给予帮助的人都是实现自我感动和爱心嘛。那，未免寒了那些人的心。任何事情解决，都有最好的办法和成本最低的办法。然后很多人选择了成本最低的，你喂流浪动物，我就嘲讽你投诉你骂你。
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/1417196209,捷克狼犬,https://www.zhihu.com/people/jie-ke-lang-quan,IP 属地辽宁,18,2020-08-18T08:01:16.000Z,2020-08-18T08:01:16.000Z,8,7,愿意喂流浪狗的人都是善良的人，不能把ta们带回家的原因有：一是家里已经养狗养猫了；二是家里居住环境不适合；三是家里人不同意；四是自己的能力有限。所以，心有余而力不足啊！我就是在10年前和九年前收养了两只流浪狗和一只当时三个月大的小猫。家里还养有三条大型凶猛的犬。所以，两只小狗就得关在笼子里。我每天中午还去喂流浪猫，风雨无阻。有一只白猫每天都跟着我回家，所以在今年的五月十九日我收养了ta。但是只能在我家的窗外，因为三条汪根本就不允许 进家门。前两天，又有只流浪猫把刚下的五只小猫叼到我家院子里的猫笼里，被家里的汪发现了。最后留下两只应该是刚刚下生两天的小奶猫，我现在又给这两只可怜的脐带还没有脱落的小奶猫喂奶。已经四天没有拉粑粑了
为什么有些人愿意喂养流浪狗，却没几个愿意带回家？,https://www.zhihu.com/question/412417900/answer/3096519179,悬崖上的金鱼公主,https://www.zhihu.com/people/zhi-hu-yong-hu-32713-37,IP 属地江苏,542,2023-06-29T15:10:20.000Z,2023-06-29T15:10:20.000Z,0,5,条件不允许吧，每个人都有自己的难处父母不允许养小动物，只能喂喂流浪狗假装自己有狗另一半不喜欢狗，为爱妥协住所面积小，不适宜养狗工作忙没有时间早晚遛狗陪伴狗怕委屈了狗狗家里已有一只或多只原住民，无力再收养多的狗狗单纯喜欢，还没有做好承担养狗训狗照顾狗狗一生的心理准备经济实力不允许，担心万一狗狗生病自己负担不起，只能给它们送食物，希望它们能靠着食物救援等到真心爱它们愿意带它们回家的主人。我家多多、皮皮、球球都是领养的，希望喜欢狗狗且有能力养狗狗的朋友们，尽量以领养代替购买，给街头那些懂事的小可怜一个温暖的家感谢所有帮助流浪动物的好心人愿好心人一生平安健康幸福！
