question_title,answer_url,author_name,author_url,author_ip,fans_count,created_time,updated_time,comment_count,voteup_count,content
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260278967,灵魂链接,https://www.zhihu.com/people/dan-bo-36,IP 属地河北,16,2023-10-22T14:05:17.000Z,2023-10-22T14:05:17.000Z,7,314,没有人被咬也应该把野狗清理干净，只要在人生活活动的区域，就不能有
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260717336,快乐制造机,https://www.zhihu.com/people/meng-xing-shi-fen-68-37,IP 属地广东,2869,2023-10-23T02:13:48.000Z,2023-10-23T02:13:48.000Z,15,289,正确来说，是因为终于有人因此受伤了，政府部门才肯处理流浪狗。流浪狗在有人受伤之前就应该被处理。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3259938275,幕府空仓,https://www.zhihu.com/people/mu-fu-kong-cang,IP 属地美国,56,2023-10-22T08:13:18.000Z,2023-10-22T08:13:18.000Z,53,263,因为狗和猪牛羊鸡鸭一样都是人类的耗材 一个鸡有了鸡瘟 整个鸡圈都要死 口蹄疫杀所有的妈羊骆驼 猪流感杀所有猪 小白鼠还牺牲自己为人类做药物研究 归根结底就是他们都是牲畜狗作为畜牲当然没有人权
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260521364,JACK,https://www.zhihu.com/people/jack-76-44-44,IP 属地广东,0,2023-10-22T23:26:20.000Z,2023-10-22T23:26:20.000Z,4,218,所以你打蚊子的时候是哪只咬你你才打哪只？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260561765,邪恶仓鼠精,https://www.zhihu.com/people/zhu-yue-84-17,IP 属地江苏,4996,2023-10-23T00:22:10.000Z,2023-10-23T00:22:10.000Z,13,201,流浪狗不就是曾经的爱狗人士制造的么
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260596739,牙牙,https://www.zhihu.com/people/ya-ya-12-22-30,IP 属地吉林,1,2023-10-23T00:51:15.000Z,2023-10-23T00:51:15.000Z,19,193,我觉得这大哥说得对顺便问一句，如果一个犹太人和一只流浪狗同时掉水里，你咋办？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260585357,暗示风景,https://www.zhihu.com/people/an-shi-feng-jing,IP 属地广东,4689,2023-10-23T00:42:29.000Z,2023-10-23T05:37:05.000Z,1,126,为什么会有人觉得流浪狗被清理是因为有一只咬了人才导致的呢？事实上，是在有一只流浪狗咬人后，大家才发觉平时这清理流浪狗的工作没做到位，所以才加大力度开展清理工作。咬人事件只是一个提醒，一种工作到位的表现，而不是根本原因。这种加大力度是一种弥补，而不是新增工作要求。这跟公安机关进行严打是一个道理的，严打可能是因为某个案件引起的，但绝不会是只因为这一个案子。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261484630,forest song,https://www.zhihu.com/people/forest-song,IP 属地广东,549,2023-10-23T11:43:13.000Z,2023-10-23T11:43:13.000Z,3,97,我们是因为一个黑帮分子杀了人，所以才扫黑的吗？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260547828,巨魔与精灵,https://www.zhihu.com/people/liu-kuo-49-81,IP 属地辽宁,841,2023-10-23T00:08:05.000Z,2023-10-23T00:08:05.000Z,3,81,一人被骗，整个缅甸的诈骗团伙就都要抓捕吗？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261231520,萧秋水,https://www.zhihu.com/people/xiao-qiu-shui-3-99,IP 属地辽宁,12,2023-10-23T08:19:54.000Z,2023-10-23T08:19:54.000Z,2,72,一个人在大街上随手扔垃圾，大街上所有的垃圾就都要被扫清吗？其他的垃圾是无辜的。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260808011,知乎用户,https://www.zhihu.com/people/,IP属地未知,46,2023-10-23T03:08:32.000Z,2023-10-23T03:08:32.000Z,1,52,我一直是反对运动式打狗的问多少次都是流浪狗本就不该存在
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3262375607,天宸之央,https://www.zhihu.com/people/tian-chen-zhi-yang,IP 属地江苏,70,2023-10-24T05:35:48.000Z,2023-10-24T05:35:48.000Z,2,46,死了个斐迪南大公，就要打一次世界大战吗？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3264729889,衣士风,https://www.zhihu.com/people/yi-shi-feng-31,IP 属地上海,74,2023-10-25T23:42:37.000Z,2023-10-25T23:42:37.000Z,1,43,谁告诉你是一个人被狗咬的？每年几千万只狂犬疫苗是怎么用掉的？中国每天都有很多人被流浪狗咬，只是没上新闻罢了。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260568111,知乎用户,https://www.zhihu.com/people/,IP属地未知,1018,2023-10-23T00:28:02.000Z,2023-10-23T00:28:02.000Z,3,43,"恰恰相反的是,没有人被咬,也不应该有流浪狗流浪鸭,流浪鸡,流浪蛇,流浪老虎都不可以有,为什么可以有咬人的流浪狗?正因为职能缺失,才有了流浪狗泛滥,四处咬人"
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3264567957,知乎用户,https://www.zhihu.com/people/,IP属地未知,63997,2023-10-25T15:38:35.000Z,2023-10-25T15:38:35.000Z,0,39,都散了吧这是一群人有组织有目的地炒作对立如果他们是经济目的那还是好的说不定是一些人在借机预演舆论煽动新套路这次在狗的问题上试试水下次就可以在更敏感的事情上搞煽动了01:40
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261868319,沈琪,https://www.zhihu.com/people/chen-qi-55-15,IP 属地江苏,9900,2023-10-23T23:31:30.000Z,2023-10-23T23:31:30.000Z,1,36,所有流浪狗都应该被处理，只不过之前国家没有重视这个问题。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260950516,长沙野生摄影师,https://www.zhihu.com/people/dvcam,IP 属地湖南,998,2023-10-23T04:50:51.000Z,2023-10-23T04:50:51.000Z,0,35,知道为什么现在大家都不敢去扶老太太了吗？只要有一个讹人的，大家都不敢扶，因为你不知道扶起的这个老太太会不会讹你。只要有一条流浪狗狗咬人，所有的流浪狗都要遭殃，因为你不知道哪条狗会咬你。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261118206,最爱猪头肉,https://www.zhihu.com/people/zui-ai-zhu-tou-rou-43,IP 属地山东,137,2023-10-23T07:01:47.000Z,2023-10-23T07:01:47.000Z,0,35,流浪狗本来就该处理只是某些部门失职而已现在是亡羊补牢罢了
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261349765,搬砖的修路工,https://www.zhihu.com/people/ban-zhuan-de-xiu-lu-gong,IP 属地湖南,323,2023-10-23T09:40:02.000Z,2023-10-23T09:40:02.000Z,2,34,现在开始咒骂被咬的小女孩了。 真觉得这些生物不是我们的同类
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3262862475,沙琪玛,https://www.zhihu.com/people/zhang-fei-16-76-29,IP 属地广西,46,2023-10-24T11:34:56.000Z,2023-10-24T11:34:56.000Z,0,33,这件事之前 我小区里面狗脖子从来没有绳子，小区街道，电梯里到处乱跑乱串，这件事之后，一夜之间大家都懂得什么叫规矩了呢，常规手段不行，就来不常规的
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260849088,知乎用户,https://www.zhihu.com/people/,IP属地未知,69,2023-10-23T03:32:10.000Z,2023-10-23T03:32:10.000Z,0,28,你们爱狗人士遗弃犬只的时候，怎么没想到这个问题？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3262349333,fat1111,https://www.zhihu.com/people/fat1111,IP 属地上海,162,2023-10-24T05:14:03.000Z,2023-10-24T05:14:03.000Z,0,27,一人被狗咬吗？中国每年注射人用狂犬病疫苗的，约1500万人次，就算其中只有一半是被狗咬，另一半被猫抓，那也是有实证的750万人被狗咬。再加上不重视或者为了省钱不去打疫苗的，这种多在农村，怎么着也得再多两三倍吧。随便估算一下也是每年2000万人以上。而且也不都是流浪狗所为，有主的宠物犬也跑不了。真是一人被狗咬吗？该被清理的真的仅仅是流浪狗吗？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3263379457,机动步兵22团,https://www.zhihu.com/people/22-30-66-78,IP 属地江苏,80,2023-10-25T01:14:55.000Z,2023-10-25T01:14:55.000Z,0,24,别偷换概念！流浪狗是国家规定要进行处理的，只不过是之前狗奴闹事吓得各地政府不敢按照流程处理，现在全社会呼吁治理狗患，政府才做起早20年就该做的事情。文明养犬：扑杀流浪狗，出门栓绳，定时打疫苗，清理粪便，这才是可持续的养狗之道
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261342574,垂翼居,https://www.zhihu.com/people/chui-yi-ju,IP 属地北京,900,2023-10-23T09:34:39.000Z,2023-10-23T09:34:39.000Z,0,19,遭殃？按照公序良俗，流浪狗本来就应该被处理啊。没有护照和中国籍的偷渡到中国的黑人兄弟，你们觉得该不该管起来？人尚且如此，何况狗呢。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260572585,专业电击治疗师,https://www.zhihu.com/people/lian-dao-chui-zi-42,IP 属地广东,161,2023-10-23T00:32:02.000Z,2023-10-23T00:32:02.000Z,0,17,是的，作为地球的统治生物的一分子，我不允许有任何能威胁到我安全的动物在大街上游荡
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3263272978,胖子雷雷哈士奇,https://www.zhihu.com/people/guai-li-lei-lei-ha-shi-qi,IP 属地上海,374,2023-10-24T23:47:23.000Z,2023-10-24T23:47:23.000Z,4,16,谢邀。作为一个超级爱狗人士，我只问一句。流浪狗哪儿来的？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261021045,知乎用户,https://www.zhihu.com/people/,IP属地未知,22528,2023-10-23T05:50:21.000Z,2023-10-23T05:50:21.000Z,0,16,您好，是的。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261452580,维森,https://www.zhihu.com/people/wei-sen-33,IP 属地山东,15497,2023-10-23T11:13:19.000Z,2023-10-23T11:13:19.000Z,1,15,不，网络上的流浪狗也得跟着遭殃，才是我们最想看到的。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3266437899,钟文,https://www.zhihu.com/people/zhong-wen-40-43,IP 属地广西,112246,2023-10-27T03:30:57.000Z,2023-10-27T03:30:57.000Z,0,14,
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260618789,丁长老,https://www.zhihu.com/people/ding-wei-feng-69,IP 属地浙江,40211,2023-10-23T01:07:20.000Z,2023-10-23T01:07:20.000Z,1,13,知道吗，传统农村有个传统的活计，那就是一旦发现流浪狗成群，就会出动三五个大汉去镇压，能打死的绝不打伤！为什么？因为狗是群体性动物，一旦成群就一定会产生首领，有首领了就会攻击性成倍的增加。所以单个流浪狗并不太可怕，可怕的是成群的流浪狗。我走在路上，对于单个野狗的跟随并不担心，但是一旦遇到两条以上的流浪狗，我的第一反应就是离它们远一点。因为狗成群，是很可怕的。2018年5月，湘潭大学两个女生被一群流浪狗攻击，就是这类事情。所以，如果真爱狗，首先不要让狗流浪。流浪之后就别再展现那无用的爱心了，流浪狗就是野兽了，它们会依据本能，先成为集团，然后开始集体捕猎！
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261239772,知乎用户,https://www.zhihu.com/people/no-237steve-94,IP 属地重庆,0,2023-10-23T08:25:32.000Z,2023-10-23T08:25:32.000Z,0,13,没有人被咬，流浪狗也没有在人类的城市里生活的资格。如果野猪野狼，野熊，野老虎跑进城市里，一样要被驱逐。不过保护动物会尽量活捉，非保护动物会尽快击毙。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261102144,木心烈,https://www.zhihu.com/people/mu-xin-jing-20,IP 属地辽宁,304,2023-10-23T06:51:04.000Z,2023-10-23T06:51:04.000Z,0,13,其实流浪狗平时就不该存在，出事了才来集中治理，这种运动式的打狗，治标不治本。那下一次呢？你想看到哪个孩子又出事了吗？你不怕下一次出事的是你家孩子？遛狗不拴绳，就是严重的危害公共安全。何况流浪狗这类的，更是让公众的安全堪忧。如果你们投喂流浪狗，别人家的孩子在大街上被流浪狗堵着，你好意思还继续投喂？不是一人被狗咬，而是这么多年了，狗患问题已经使正常的社会感到令人发指了。你信不信，不从根本上解决狗患问题，还会有下一次的人间惨剧发生。你难道希望是发生在你自己家孩子身上吗？合计一些爱狗人士，不爱别人家的孩子，也是正常的，但你爱的狗伤害了别人家的孩子，还不觉得有错，还各种歪曲误导狗的习性，給犯罪的人洗地，妄图脱离罪责，那就是太不正常的了。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261665835,维民所止,https://www.zhihu.com/people/xiong-miao-60-95,IP 属地贵州,6761,2023-10-23T14:38:07.000Z,2023-10-23T14:38:07.000Z,0,13,从法律来说，无主猫狗都应该处理，和有没有人被咬无关。从实际来说，有人被咬后政府终于想起要执法了。所以之所以你认为是遭殃，并不是有人被咬，而是长期没有执法。《动物防疫法》第三十条　单位和个人饲养犬只，应当按照规定定期免疫接种狂犬病疫苗，凭动物诊疗机构出具的免疫证明向所在地养犬登记机关申请登记。携带犬只出户的，应当按照规定佩戴犬牌并采取系犬绳等措施，防止犬只伤人、疫病传播。街道办事处、乡级人民政府组织协调居民委员会、村民委员会，做好本辖区流浪犬、猫的控制和处置，防止疫病传播。县级人民政府和乡级人民政府、街道办事处应当结合本地实际，做好农村地区饲养犬只的防疫管理工作。饲养犬只防疫管理的具体办法，由省、自治区、直辖市制定。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260960166,吴力不无力,https://www.zhihu.com/people/sun-a-wei-42,IP 属地山东,17050,2023-10-23T04:59:24.000Z,2023-10-23T04:59:24.000Z,1,12,是。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260940058,严肃不许笑,https://www.zhihu.com/people/zhi-ye-wu-ya-24-50,IP 属地广西,297,2023-10-23T04:41:34.000Z,2023-10-23T04:41:34.000Z,8,12,那你觉得要咬多少人，才能清理流浪狗呢而且这咬的可不是成人，而是小孩子成人面对咬人流浪狗，至少还能挣扎反抗小孩子遇到咬人流浪狗，怕是命都保不住有些狗儿子要辩护了，流浪狗又不都咬人，咬人的只是少部分，清理所有就是一刀切解决这个问题很简单让狗儿子把所有的流浪狗都领养或者只要被流浪狗咬，就由狗儿子赔偿保证一个狗儿子都没有了为什么有那么多流浪狗，不就是狗儿子们当初弃养嘛买的时候有多喜欢，丢的时候就有多绝情现在清理这些畜生，又出来作怪了说什么狗是人类的朋友，那也只有好狗才是至于那些咬人的狗，不牵绳的狗，不戴嘴罩的狗，就是豺狼，就应该干掉亡羊补牢，为时不晚。非要等到羊被叼完了才修，那一定不是你的羊圈，指不定心里在打什么坏主意。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260710643,Knight,https://www.zhihu.com/people/knight-62-12,IP 属地重庆,31,2023-10-23T02:09:22.000Z,2023-10-23T02:09:22.000Z,4,12,不是以人为本吗？我还以为以狗为本呢？爱狗人士疑似有点多了
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261124021,上海小小周,https://www.zhihu.com/people/zhou-zhen-hua-66-22,IP 属地上海,699,2023-10-23T07:06:07.000Z,2023-10-23T07:06:07.000Z,4,10,不是一人被狗咬。而是全国每年有4000万人被狗咬。不是4000人，而是40000000人！也就是每天有近110000人被咬，每小时有4566人被咬，每一秒就有1.2人被咬。在我码这段字的十分钟里面，已经有七八百人甚至上千人被狗咬伤了。每年我国由于被狗咬伤而注射的狂犬病疫苗总数在6-8千万人份，造成的经济损失超过100亿元。全球狂犬病疫苗的80%都被我国消费掉了。流浪狗治理早就已经刻不容缓了。同时严格规范犬只饲养行为更是迫在眉睫。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260505745,Regulations,https://www.zhihu.com/people/zhang-cheng-24-74,IP 属地浙江,628,2023-10-22T22:44:45.000Z,2023-10-22T22:45:08.000Z,0,10,流浪狗自从被抛弃的那天开始就遭殃了不是？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261399958,菩提树下,https://www.zhihu.com/people/bie-qiao-nan-shan-gao-di,IP 属地江苏,9,2023-10-23T10:22:44.000Z,2023-10-23T10:22:44.000Z,0,9,你莫非是真觉得全国就这一条狗咬了人？这是因为每天都有人被狗咬，数据可以自己查一下，不是我在信口开河。只是这次小女孩的事件影响力太大，全国网民都知道了。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3260564034,知乎用户,https://www.zhihu.com/people/,IP属地未知,70,2023-10-23T00:24:20.000Z,2023-10-23T00:24:20.000Z,0,7,
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3262189326,没图说个Java,https://www.zhihu.com/people/mei-tu-shuo-ge-java,IP 属地四川,10804,2023-10-24T03:17:14.000Z,2023-10-24T03:17:14.000Z,0,6,流浪狗的处理办法只有一条让他们不再流浪你要是真心善，就去收养一两条你要是光说不做，也不能够怪人家，人家也不过是：让他们不再流浪
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261658058,笨笨,https://www.zhihu.com/people/ben-ben-80-89,IP 属地广东,10590,2023-10-23T14:31:10.000Z,2023-10-23T14:31:10.000Z,0,5,这个时候怎么不提屋千蟑了？
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261162801,潘驴小闲我叶驰,https://www.zhihu.com/people/pan-lu-xiao-xian-wo-xie-chi,IP 属地广东,22,2023-10-23T07:33:05.000Z,2023-10-23T07:33:05.000Z,0,5,流浪狗就是原罪，本来就不应该存在，无论它有没咬人。
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3261136399,笙歌不是传说,https://www.zhihu.com/people/xi-cici-82,IP 属地北京,8,2023-10-23T07:14:58.000Z,2023-10-23T07:14:58.000Z,0,5,扔孩子犯法，以后扔狗也犯法就好了！！！所有流浪狗。应该包括咬过人的和没咬过人的吧，咬人的不用说了，肯定清理啊！但是没咬人的野狗，用什么来约束它们呢？？可以说是毫无约束，所以危险性极高！！野狗的世界，相当于没有法律的国度。 你想想一个国家如果没有法律制约什么样！
一人被狗咬，所有流浪狗都要遭殃吗。?,https://www.zhihu.com/question/627059587/answer/3264907836,M3小蘑菇,https://www.zhihu.com/people/m3xiao-mo-gu,IP 属地上海,68929,2023-10-26T01:55:52.000Z,2023-10-26T01:55:52.000Z,0,4,不是一人被狗咬，是之前已经有许多人被流浪狗、没栓绳或栓绳了但主人拉不住的狗咬过了，但迫于拜狗教势大，舆论不敢说什么，怕被狗咬的人只能默默忍耐这次是完美受害者，又是小女孩，而且有视频，所以有了未知力量的推动，像唐山烧烤店打人事件那样引起舆论广泛关注了，严打流浪狗才搬上议事日程
