question_title,answer_url,author_name,author_url,author_ip,fans_count,created_time,updated_time,comment_count,voteup_count,content
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3269447187,飞飞,https://www.zhihu.com/people/fei-fei-6-98-37,IP属地未知,240,2023-10-29T15:59:41.000Z,2023-10-30T03:23:37.000Z,25,165,从这一点上看，美国才像以人为本的国家。欧美基本上要消灭狂犬病了，与之相比中国坚定地走上与狂犬病共存的道路。如果政府不想和狂犬病共存，为什么不学习美国制度，严控狂犬病？
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3274803294,知乎用户LitQqb,https://www.zhihu.com/people/qwerty-56-59-71,IP属地未知,315,2023-11-03T00:03:50.000Z,2023-11-03T00:03:50.000Z,0,53,当初计划生育怎么搞的呢？难道说制定和执行上比计划生育还要难？如果肯拿出当时十分之一的态度和行动，不要说4000万，4亿都是小问题，那么问题来了，为什么他们不呢？
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3309652751,轻舞,https://www.zhihu.com/people/35-45-94,IP属地未知,642,2023-12-01T08:58:51.000Z,2023-12-01T08:58:51.000Z,0,27,我国流浪狗高达4000万只，必须全面清理。大多数人都支持清理流浪狗。只有少数爱狗人士会反对。而且爱犬人士还会对打狗英雄进行围攻。那么拘留这些极端爱犬人士，就能扫除清理流浪狗的障碍。起因是宝妈举报北京市通州区玉兰湾违法养犬，养犬人欺负别人惯了，也来欺负这个宝妈，各种不入流的手段进行报复。大多数情况，零散的不养犬人一般斗不过抱团的爱狗人士。但这次不一样，这个宝妈用无比的勇气和正确的方法，逼着执法者秉公执法，终于把爱犬人士拘留了。这个图是宝妈向另外一个与爱犬人士斗争的义士传授斗争经验。另外一个义士遇到了常见的难题，派出所不肯处理爱犬人士。大多数情况下，派出所有一个原则，叫做”尽量不得罪养犬人“。所以很多人遇到狗扰民，无处讨公道。无论养犬人如何明显的违规，都很难处理。爱犬人士仿佛有法外特权一般。那么这位有经验的宝妈”点点“，就说了，如果派出所不依法处理爱犬人士，她就会和派出所打官司。而且她以前一直这么做。以前爱犬人士会闹，所以派出所就产生了”尽量不得罪养犬人“的原则。现在发现宝妈“点点”更厉害，这下就不敢得罪宝妈“点点”了，于是就依法把爱犬人士拘留了。以上截图只是冰山一角，是她大量斗争记录中的少数截图，体现了其与爱犬人士斗争的部分过程。基本情况就是她长期举报那些违规养犬的爱犬人士，遭到爱犬人士抱团的各种手段的报复。她最后居然赢了。通过强大的心态，寸步不让。所有的人，都应该学习这种斗争精神。大部分人的经历：遇到狗扰民或者咬人——抗争——被爱犬人士抱团报复——投降她做出表率的经历：遇到狗扰民或者咬人——抗争——被爱犬人士抱团报复——要求执法者拘留爱犬人士——执法者一开始畏惧这些会闹的爱犬人士，不敢得罪爱犬人士——她勇敢地打起了行政官司——执法者终于意识到得罪她比得罪爱犬人士后果更严重，终于依法拘留了爱犬人士。在宝妈点点的奋斗过程中，也遇到了知名打狗英雄檀国平先生的帮助和指导。这个蓝v账号【益众防治犬患】的负责人就是打狗英雄檀国平先生。我们来看下檀先生指导网友打击爱狗人士的一些截图。我们发现，檀先生通过电话与网络聊天并举的方式，有效进行了信息传递，让其他网友也掌握了正确斗争方法。檀国平先生打狗除害的行为必定是遭到过无数爱犬人士的网络暴力。面对这些爱犬人士的围攻，檀国平先生掷地有声，慷慨激昂地说出来一番振奋人心的话：“我不但是珠宝商向国家纳税还是学者著术等身，我发现特大型金矿富裕一方百姓。还帮助被狗患困扰而迷茫的群众，我向多家国家博物馆大量捐赠宝玉石还自费组织全国性质的专题学术活动，网上都有据可查。你除了保护野狗还做过什么？”这是檀国平答复网名叫“金陵野百合”的爱犬人士。
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3273780804,悠哉,https://www.zhihu.com/people/you-zai-37-96,IP属地未知,310,2023-11-02T03:13:48.000Z,2023-11-02T03:14:48.000Z,9,25,别说流浪狗了，我这住的地方老头养了一只大黑狗，都不牵绳。我每天经过都对着我叫，有几次要身后袭击我，跟老头说了很多次，他都不听，苦不堪言。今天晚上回家我就报警，实在受不了了。
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3269706138,hua li,https://www.zhihu.com/people/hua-li-10-88,IP属地未知,371,2023-10-30T01:35:51.000Z,2023-10-30T01:35:51.000Z,1,24,爱狗人士集资出钱，在合理监督的情况下，交给有资质的机构处理，不就妥了？
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3269267240,旖旎,https://www.zhihu.com/people/4-64-13-11,IP属地未知,663,2023-10-29T12:59:05.000Z,2023-10-29T12:59:05.000Z,6,23,4000多万只流浪狗，导致每年国人要消耗1500多万支狂犬疫苗。那么浪费干什么？我觉得还不如多开几家狗肉馆。既然他们喜欢吃就让他们吃。毕竟以后流浪狗没多少了，狗咬人的事儿，基本上也不会上热搜，我比较期待热搜上出现人咬人，或者是人咬狗的事情。
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3271680490,知乎用户,https://www.zhihu.com/people/,IP属地未知,3712,2023-10-31T09:43:18.000Z,2023-10-31T09:43:47.000Z,0,16,"剿灭或有条件剿灭世界任何国家都只有选择这条路普通人没有义务为了某些人特殊癖好,必须活在野狗的危险之下狗最大的问题会咬人,而且能致人死命,伤人无数这是狗和猫最大的区别猫把我电驴垫子抓坏了,我最多损失几十块钱,毛毛雨,但咬伤人,即便痊愈了也不是仅仅钱的事情"
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3271464435,知乎用户oZOJa4,https://www.zhihu.com/people/cyg-47-40,IP属地未知,70,2023-10-31T07:06:42.000Z,2023-10-31T07:08:28.000Z,4,15,建议各个小区进行民主投票！A.同意直接捕杀流浪狗，由物业免费捕杀B.同意捕捉收养流浪狗，由同意的业主每人捐款并永久承担之后的饲养费用C.放任流浪狗不管的，由同意的业主出资成立一个基金来赔偿以后被流浪狗咬伤的人任何选项超过50%同意就可执行！
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3269960899,鐂畱,https://www.zhihu.com/people/liu-shun-ren-70,IP属地未知,1121,2023-10-30T04:28:09.000Z,2023-10-30T04:28:09.000Z,2,13,爱猫狗人士竟然反对全面：捕杀流浪猫狗，那就很好嘛，谁反对，进行实名登记，然后让他们自己每人合法收养一条。按照表决的原则，中国有十四亿人，不算老幼，那也得几亿人支持“反对全面捕杀流浪猫狗”，爱猫狗人士每人一条还不够分。如果爱猫狗人士每人一条分不完，那么几千万爱猫狗人士，如何代表十四亿人民的意志和利益。但凡爱猫狗人士眞的在乎流浪猫狗的生死，就应该每人收养两条回家。爱猫狗人士在乎的是没有流浪猫狗，以后就没法利用猫狗暴力侵害人类身心健康生命安全了啊。中国社会的公共安全就会大幅度提升，爱猫狗人士如何甘心。要不领养，要不全面捕杀。都行动起来，发现违法饲养宠物猫狗和流浪猫狗就锲而不舍的举报。社会主义精神文明建设，需要每一个公民共同努力。
我国流浪狗高达4000万只，该如何处理？,https://www.zhihu.com/question/627135245/answer/3269880846,酢酢,https://www.zhihu.com/people/cheng-huang-vc,IP属地未知,36,2023-10-30T03:28:59.000Z,2023-10-30T03:28:59.000Z,4,13,都4000万了呀，大部分还聚集在城市，还能咋办，消灭呀！澳大利亚大规模捕杀泛滥野兔都是以亿为单位的，甚至对于袋鼠这种澳洲本土动物，泛滥过剩也是捕杀。世界各主要发达国家对于泛滥动物都是捕杀消灭，控制数量。
